date,time,head
2021/8/13,16:49:17,1416.75
2021/8/13,16:49:27,1416.867
2021/8/13,16:49:37,1416.867
2021/8/13,16:49:47,1416.867
2021/8/13,16:49:57,1416.867
2021/8/13,16:50:07,1416.867
2021/8/13,16:50:17,1417.042
2021/8/13,16:50:27,1417.042
2021/8/13,16:50:37,1417.042
2021/8/13,16:50:47,1417.042
2021/8/13,16:50:57,1417.042
2021/8/13,16:51:07,1417.217
2021/8/13,16:51:17,1417.217
2021/8/13,16:51:27,1417.217
2021/8/13,16:51:37,1417.392
2021/8/13,16:51:47,1417.392
2021/8/13,16:51:57,1417.392
2021/8/13,16:52:07,1417.392
2021/8/13,16:52:17,1417.392
2021/8/13,16:52:27,1417.392
2021/8/13,16:52:37,1417.567
2021/8/13,16:52:47,1417.567
2021/8/13,16:52:57,1417.567
2021/8/13,16:53:07,1417.567
2021/8/13,16:53:17,1417.567
2021/8/13,16:53:27,1417.567
2021/8/13,16:53:37,1417.567
2021/8/13,16:53:47,1417.683
2021/8/13,16:53:57,1417.567
2021/8/13,16:54:07,1417.567
2021/8/13,16:54:17,1417.567
2021/8/13,16:54:27,1417.567
2021/8/13,16:54:37,1417.742
2021/8/13,16:54:47,1417.742
2021/8/13,16:54:57,1389.683
2021/8/13,16:55:07,1024.167
2021/8/13,16:55:17,1019.15
2021/8/13,16:55:27,1018.8
2021/8/13,16:55:37,1018.625
2021/8/13,16:55:47,1018.333
2021/8/13,16:55:57,1018.333
2021/8/13,16:56:07,1017.983
2021/8/13,16:56:17,1017.867
2021/8/13,16:56:27,1017.867
2021/8/13,16:56:37,1017.983
2021/8/13,16:56:47,1018.158
2021/8/13,16:56:57,1018.158
2021/8/13,16:57:07,1018.158
2021/8/13,16:57:17,1018.333
2021/8/13,16:57:27,1112.95
2021/8/13,16:57:37,1166.908
2021/8/13,16:57:47,1166.792
2021/8/13,16:57:57,1167.258
2021/8/13,16:58:07,1169.825
2021/8/13,16:58:17,1168.717
2021/8/13,16:58:27,1173.267
2021/8/13,16:58:37,1168.017
2021/8/13,16:58:47,1167.258
2021/8/13,16:58:57,1167.433
2021/8/13,16:59:07,1167.433
2021/8/13,16:59:17,1167.083
2021/8/13,16:59:27,1167.142
2021/8/13,16:59:37,1167.375
2021/8/13,16:59:47,1167.433
2021/8/13,16:59:57,1167.433
2021/8/13,17:00:07,1167.375
2021/8/13,17:00:17,1167.375
2021/8/13,17:00:27,1167.258
2021/8/13,17:00:37,1167.2
2021/8/13,17:00:47,1167.433
2021/8/13,17:00:57,1167.433
2021/8/13,17:01:07,1167.083
2021/8/13,17:01:17,1167.433
2021/8/13,17:01:27,1167.258
2021/8/13,17:01:37,1167.083
2021/8/13,17:01:47,1167.083
2021/8/13,17:01:57,1167.258
2021/8/13,17:02:07,1167.2
2021/8/13,17:02:17,1167.433
2021/8/13,17:02:27,1167.433
2021/8/13,17:02:37,1167.258
2021/8/13,17:02:47,1167.258
2021/8/13,17:02:57,1167.258
2021/8/13,17:03:07,1167.258
2021/8/13,17:03:17,1167.258
2021/8/13,17:03:27,1167.258
2021/8/13,17:03:37,1167.258
2021/8/13,17:03:47,1167.433
2021/8/13,17:03:57,1167.2
2021/8/13,17:04:07,1167.375
2021/8/13,17:04:17,1167.375
2021/8/13,17:04:27,1167.258
2021/8/13,17:04:37,1167.258
2021/8/13,17:04:47,1167.142
2021/8/13,17:04:57,1167.258
2021/8/13,17:05:07,1167.258
2021/8/13,17:05:17,1167.258
2021/8/13,17:05:27,1167.142
2021/8/13,17:05:37,1167.258
2021/8/13,17:05:47,1167.258
2021/8/13,17:05:57,1167.258
2021/8/13,17:06:07,1167.258
2021/8/13,17:06:17,1167.258
2021/8/13,17:06:27,1167.258
2021/8/13,17:06:37,1167.258
2021/8/13,17:06:47,1167.258
2021/8/13,17:06:57,1167.258
2021/8/13,17:07:07,1167.258
2021/8/13,17:07:17,1167.258
2021/8/13,17:07:27,1167.258
2021/8/13,17:07:37,1167.258
2021/8/13,17:07:47,1167.258
2021/8/13,17:07:57,1167.258
2021/8/13,17:08:07,1167.142
2021/8/13,17:08:17,1167.258
2021/8/13,17:08:27,1167.258
2021/8/13,17:08:37,1167.142
2021/8/13,17:08:47,1167.142
2021/8/13,17:08:57,1167.258
2021/8/13,17:09:07,1167.258
2021/8/13,17:09:17,1167.375
2021/8/13,17:09:27,1167.375
2021/8/13,17:09:37,1167.433
2021/8/13,17:09:47,1167.433
2021/8/13,17:09:57,1167.433
2021/8/13,17:10:07,1167.258
2021/8/13,17:10:17,1167.258
2021/8/13,17:10:27,1167.258
2021/8/13,17:10:37,1167.258
2021/8/13,17:10:47,1167.433
2021/8/13,17:10:57,1167.433
2021/8/13,17:11:07,1167.433
2021/8/13,17:11:17,1167.55
2021/8/13,17:11:27,1167.55
2021/8/13,17:11:37,1167.55
2021/8/13,17:11:47,1167.433
2021/8/13,17:11:57,1167.258
2021/8/13,17:12:07,1167.258
2021/8/13,17:12:17,1167.258
2021/8/13,17:12:27,1167.433
2021/8/13,17:12:37,1167.433
2021/8/13,17:12:47,1167.55
2021/8/13,17:12:57,1167.55
2021/8/13,17:13:07,1167.433
2021/8/13,17:13:17,1167.433
2021/8/13,17:13:27,1167.258
2021/8/13,17:13:37,1167.433
2021/8/13,17:13:47,1167.433
2021/8/13,17:13:57,1167.375
2021/8/13,17:14:07,1167.375
2021/8/13,17:14:17,1167.55
2021/8/13,17:14:27,1167.55
2021/8/13,17:14:37,1148.417
2021/8/13,17:14:47,1165.333
2021/8/13,17:14:57,1167.783
2021/8/13,17:15:07,1167.9
2021/8/13,17:15:17,1167.9
2021/8/13,17:15:27,1168.192
2021/8/13,17:15:37,1168.192
2021/8/13,17:15:47,1168.075
2021/8/13,17:15:57,1168.017
2021/8/13,17:16:07,1168.192
2021/8/13,17:16:17,1168.017
2021/8/13,17:16:27,1168.075
2021/8/13,17:16:37,1168.075
2021/8/13,17:16:47,1168.075
2021/8/13,17:16:57,1167.9
2021/8/13,17:17:07,1168.075
2021/8/13,17:17:17,1167.9
2021/8/13,17:17:27,1167.9
2021/8/13,17:17:37,1168.075
2021/8/13,17:17:47,1168.075
2021/8/13,17:17:57,1168.075
2021/8/13,17:18:07,1168.192
2021/8/13,17:18:17,1167.9
2021/8/13,17:18:27,1167.9
2021/8/13,17:18:37,1167.9
2021/8/13,17:18:47,1167.9
2021/8/13,17:18:57,1168.075
2021/8/13,17:19:07,1168.192
2021/8/13,17:19:17,1168.192
2021/8/13,17:19:27,1168.192
2021/8/13,17:19:37,1168.192
2021/8/13,17:19:47,1168.192
2021/8/13,17:19:57,1168.192
2021/8/13,17:20:07,1168.192
2021/8/13,17:20:17,1168.192
2021/8/13,17:20:27,1168.192
2021/8/13,17:20:37,1168.192
2021/8/13,17:20:47,1168.075
2021/8/13,17:20:57,1168.192
2021/8/13,17:21:07,1168.192
2021/8/13,17:21:17,1168.192
2021/8/13,17:21:27,1168.192
2021/8/13,17:21:37,1168.017
2021/8/13,17:21:47,1168.192
2021/8/13,17:21:57,1168.192
2021/8/13,17:22:07,1168.075
2021/8/13,17:22:17,1168.192
2021/8/13,17:22:27,1168.075
2021/8/13,17:22:37,1168.075
2021/8/13,17:22:47,1167.9
2021/8/13,17:22:57,1168.075
2021/8/13,17:23:07,1168.075
2021/8/13,17:23:17,1168.075
2021/8/13,17:23:27,1168.075
2021/8/13,17:23:37,1168.075
2021/8/13,17:23:47,1168.192
2021/8/13,17:23:57,1168.192
2021/8/13,17:24:07,1168.017
2021/8/13,17:24:17,1168.192
2021/8/13,17:24:27,1168.017
2021/8/13,17:24:37,1168.192
2021/8/13,17:24:47,1168.017
2021/8/13,17:24:57,1168.017
2021/8/13,17:25:07,1168.017
2021/8/13,17:25:17,1168.017
2021/8/13,17:25:27,1168.017
2021/8/13,17:25:37,1168.017
2021/8/13,17:25:47,1168.017
2021/8/13,17:25:57,1168.017
2021/8/13,17:26:07,1168.017
2021/8/13,17:26:17,1168.017
2021/8/13,17:26:27,1168.192
2021/8/13,17:26:37,1168.017
2021/8/13,17:26:47,1168.017
2021/8/13,17:26:57,1168.017
2021/8/13,17:27:07,1168.017
2021/8/13,17:27:17,1168.017
2021/8/13,17:27:27,1168.017
2021/8/13,17:27:37,1168.017
2021/8/13,17:27:47,1168.017
2021/8/13,17:27:57,1168.017
2021/8/13,17:28:07,1168.017
2021/8/13,17:28:17,1168.017
2021/8/13,17:28:27,1168.017
2021/8/13,17:28:37,1168.017
2021/8/13,17:28:47,1168.192
2021/8/13,17:28:57,1168.017
2021/8/13,17:29:07,1168.017
2021/8/13,17:29:17,1168.017
2021/8/13,17:29:27,1168.017
2021/8/13,17:29:37,1168.017
2021/8/13,17:29:47,1168.192
2021/8/13,17:29:57,1168.017
2021/8/13,17:30:07,1168.192
2021/8/13,17:30:17,1168.075
2021/8/13,17:30:27,1168.075
2021/8/13,17:30:37,1168.192
2021/8/13,17:30:47,1168.075
2021/8/13,17:30:57,1168.075
2021/8/13,17:31:07,1168.075
2021/8/13,17:31:17,1168.075
2021/8/13,17:31:27,1167.9
2021/8/13,17:31:37,1167.9
2021/8/13,17:31:47,1168.075
2021/8/13,17:31:57,1167.9
2021/8/13,17:32:07,1018.508
2021/8/13,17:32:17,1017.867
2021/8/13,17:32:27,1017.75
2021/8/13,17:32:37,1018.042
2021/8/13,17:32:47,1017.867
2021/8/13,17:32:57,1017.867
2021/8/13,17:33:07,1017.75
2021/8/13,17:33:17,1017.867
2021/8/13,17:33:27,1018.042
2021/8/13,17:33:37,1018.042
2021/8/13,17:33:47,1018.042
2021/8/13,17:33:57,1018.217
2021/8/13,17:34:07,1160.025
2021/8/13,17:34:17,1159.967
2021/8/13,17:34:27,1158.858
2021/8/13,17:34:37,1167.258
2021/8/13,17:34:47,1163.408
2021/8/13,17:34:57,1161.425
2021/8/13,17:35:07,1160.608
2021/8/13,17:35:17,1159.792
2021/8/13,17:35:27,1159.383
2021/8/13,17:35:37,1158.858
2021/8/13,17:35:47,1158.683
2021/8/13,17:35:57,1158.683
2021/8/13,17:36:07,1158.683
2021/8/13,17:36:17,1158.508
2021/8/13,17:36:27,1158.508
2021/8/13,17:36:37,1158.508
2021/8/13,17:36:47,1158.508
2021/8/13,17:36:57,1158.508
2021/8/13,17:37:07,1158.508
2021/8/13,17:37:17,1158.508
2021/8/13,17:37:27,1158.333
2021/8/13,17:37:37,1158.217
2021/8/13,17:37:47,1158.217
2021/8/13,17:37:57,1158.392
2021/8/13,17:38:07,1158.392
2021/8/13,17:38:17,1158.508
2021/8/13,17:38:27,1158.333
2021/8/13,17:38:37,1158.333
2021/8/13,17:38:47,1158.508
2021/8/13,17:38:57,1158.333
2021/8/13,17:39:07,1158.333
2021/8/13,17:39:17,1158.333
2021/8/13,17:39:27,1158.508
2021/8/13,17:39:37,1158.333
2021/8/13,17:39:47,1158.508
2021/8/13,17:39:57,1158.333
2021/8/13,17:40:07,1158.333
2021/8/13,17:40:17,1158.333
2021/8/13,17:40:27,1158.333
2021/8/13,17:40:37,1158.392
2021/8/13,17:40:47,1158.217
2021/8/13,17:40:57,1158.217
2021/8/13,17:41:07,1158.217
2021/8/13,17:41:17,1158.567
2021/8/13,17:41:27,1158.392
2021/8/13,17:41:37,1158.508
2021/8/13,17:41:47,1158.508
2021/8/13,17:41:57,1158.508
2021/8/13,17:42:07,1158.858
2021/8/13,17:42:17,1160.317
2021/8/13,17:42:27,1160.317
2021/8/13,17:42:37,1159.675
2021/8/13,17:42:47,1159.208
2021/8/13,17:42:57,1159.15
2021/8/13,17:43:07,1158.858
2021/8/13,17:43:17,1158.858
2021/8/13,17:43:27,1158.858
2021/8/13,17:43:37,1158.683
2021/8/13,17:43:47,1158.508
2021/8/13,17:43:57,1158.683
2021/8/13,17:44:07,1158.683
2021/8/13,17:44:17,1158.508
2021/8/13,17:44:27,1158.508
2021/8/13,17:44:37,1158.508
2021/8/13,17:44:47,1158.508
2021/8/13,17:44:57,1158.683
2021/8/13,17:45:07,1158.508
2021/8/13,17:45:17,1158.508
2021/8/13,17:45:27,1158.683
2021/8/13,17:45:37,1158.683
2021/8/13,17:45:47,1158.508
2021/8/13,17:45:57,1158.683
2021/8/13,17:46:07,1158.567
2021/8/13,17:46:17,1158.392
2021/8/13,17:46:27,1158.508
2021/8/13,17:46:37,1158.508
2021/8/13,17:46:47,1158.508
2021/8/13,17:46:57,1158.508
2021/8/13,17:47:07,1158.683
2021/8/13,17:47:17,1158.333
2021/8/13,17:47:27,1158.508
2021/8/13,17:47:37,1158.508
2021/8/13,17:47:47,1158.508
2021/8/13,17:47:57,1158.508
2021/8/13,17:48:07,1158.508
2021/8/13,17:48:17,1158.683
2021/8/13,17:48:27,1158.508
2021/8/13,17:48:37,1158.508
2021/8/13,17:48:47,1158.508
2021/8/13,17:48:57,1158.508
2021/8/13,17:49:07,1158.683
2021/8/13,17:49:17,1158.508
2021/8/13,17:49:27,1158.508
2021/8/13,17:49:37,1158.508
2021/8/13,17:49:47,1158.508
2021/8/13,17:49:57,1158.683
2021/8/13,17:50:07,1158.508
2021/8/13,17:50:17,1158.683
2021/8/13,17:50:27,1158.683
2021/8/13,17:50:37,1158.508
2021/8/13,17:50:47,1158.508
2021/8/13,17:50:57,1158.508
2021/8/13,17:51:07,1158.508
2021/8/13,17:51:17,1158.508
2021/8/13,17:51:27,1158.508
2021/8/13,17:51:37,1158.683
2021/8/13,17:51:47,1144.392
2021/8/13,17:51:57,1157.05
2021/8/13,17:52:07,1158.333
2021/8/13,17:52:17,1159.033
2021/8/13,17:52:27,1159.675
2021/8/13,17:52:37,1159.967
2021/8/13,17:52:47,1160.317
2021/8/13,17:52:57,1160.142
2021/8/13,17:53:07,1160.317
2021/8/13,17:53:17,1160.142
2021/8/13,17:53:27,1160.142
2021/8/13,17:53:37,1160.142
2021/8/13,17:53:47,1160.142
2021/8/13,17:53:57,1160.142
2021/8/13,17:54:07,1160.317
2021/8/13,17:54:17,1160.142
2021/8/13,17:54:27,1160.492
2021/8/13,17:54:37,1160.492
2021/8/13,17:54:47,1160.317
2021/8/13,17:54:57,1160.317
2021/8/13,17:55:07,1160.492
2021/8/13,17:55:17,1160.317
2021/8/13,17:55:27,1160.492
2021/8/13,17:55:37,1160.492
2021/8/13,17:55:47,1160.142
2021/8/13,17:55:57,1160.317
2021/8/13,17:56:07,1160.317
2021/8/13,17:56:17,1160.492
2021/8/13,17:56:27,1160.142
2021/8/13,17:56:37,1160.142
2021/8/13,17:56:47,1160.142
2021/8/13,17:56:57,1160.317
2021/8/13,17:57:07,1160.317
2021/8/13,17:57:17,1160.433
2021/8/13,17:57:27,1160.433
2021/8/13,17:57:37,1160.258
2021/8/13,17:57:47,1160.492
2021/8/13,17:57:57,1160.433
2021/8/13,17:58:07,1160.433
2021/8/13,17:58:17,1160.433
2021/8/13,17:58:27,1160.258
2021/8/13,17:58:37,1160.433
2021/8/13,17:58:47,1160.433
2021/8/13,17:58:57,1160.433
2021/8/13,17:59:07,1160.492
2021/8/13,17:59:17,1160.492
2021/8/13,17:59:27,1160.142
2021/8/13,17:59:37,1160.433
2021/8/13,17:59:47,1160.492
2021/8/13,17:59:57,1160.492
2021/8/13,18:00:07,1160.317
2021/8/13,18:00:17,1160.492
2021/8/13,18:00:27,1160.608
2021/8/13,18:00:37,1160.492
2021/8/13,18:00:47,1160.492
2021/8/13,18:00:57,1160.317
2021/8/13,18:01:07,1160.492
2021/8/13,18:01:17,1160.317
2021/8/13,18:01:27,1160.492
2021/8/13,18:01:37,1160.492
2021/8/13,18:01:47,1160.317
2021/8/13,18:01:57,1160.492
2021/8/13,18:02:07,1160.317
2021/8/13,18:02:17,1160.317
2021/8/13,18:02:27,1160.492
2021/8/13,18:02:37,1160.492
2021/8/13,18:02:47,1160.492
2021/8/13,18:02:57,1160.492
2021/8/13,18:03:07,1160.317
2021/8/13,18:03:17,1160.317
2021/8/13,18:03:27,1160.492
2021/8/13,18:03:37,1160.317
2021/8/13,18:03:47,1160.317
2021/8/13,18:03:57,1160.492
2021/8/13,18:04:07,1160.317
2021/8/13,18:04:17,1160.492
2021/8/13,18:04:27,1160.492
2021/8/13,18:04:37,1160.492
2021/8/13,18:04:47,1160.317
2021/8/13,18:04:57,1160.317
2021/8/13,18:05:07,1160.317
2021/8/13,18:05:17,1160.492
2021/8/13,18:05:27,1160.317
2021/8/13,18:05:37,1160.492
2021/8/13,18:05:47,1160.492
2021/8/13,18:05:57,1160.317
2021/8/13,18:06:07,1160.492
2021/8/13,18:06:17,1160.492
2021/8/13,18:06:27,1160.317
2021/8/13,18:06:37,1160.492
2021/8/13,18:06:47,1160.492
2021/8/13,18:06:57,1160.492
2021/8/13,18:07:07,1160.492
2021/8/13,18:07:17,1160.317
2021/8/13,18:07:27,1160.317
2021/8/13,18:07:37,1160.317
2021/8/13,18:07:47,1160.142
2021/8/13,18:07:57,1160.142
2021/8/13,18:08:07,1160.317
2021/8/13,18:08:17,1160.317
2021/8/13,18:08:27,1160.317
2021/8/13,18:08:37,1160.317
2021/8/13,18:08:47,1160.492
2021/8/13,18:08:57,1160.317
2021/8/13,18:09:07,1160.317
2021/8/13,18:09:17,1160.317
2021/8/13,18:09:27,1160.492
2021/8/13,18:09:37,1160.492
2021/8/13,18:09:47,1160.492
2021/8/13,18:09:57,1160.492
2021/8/13,18:10:07,1160.492
2021/8/13,18:10:17,1160.492
2021/8/13,18:10:27,1160.492
2021/8/13,18:10:37,1160.492
2021/8/13,18:10:47,1160.492
2021/8/13,18:10:57,1160.492
2021/8/13,18:11:07,1160.492
2021/8/13,18:11:17,1160.492
2021/8/13,18:11:27,1160.492
2021/8/13,18:11:37,1160.492
2021/8/13,18:11:47,1160.492
2021/8/13,18:11:57,1160.492
2021/8/13,18:12:07,1160.492
2021/8/13,18:12:17,1160.492
2021/8/13,18:12:27,1160.492
2021/8/13,18:12:37,1160.608
2021/8/13,18:12:47,1160.608
2021/8/13,18:12:57,1160.492
2021/8/13,18:13:07,1160.492
2021/8/13,18:13:17,1160.492
2021/8/13,18:13:27,1160.492
2021/8/13,18:13:37,1160.492
2021/8/13,18:13:47,1160.492
2021/8/13,18:13:57,1160.492
2021/8/13,18:14:07,1160.492
2021/8/13,18:14:17,1160.492
2021/8/13,18:14:27,1160.492
2021/8/13,18:14:37,1160.492
2021/8/13,18:14:47,1160.492
2021/8/13,18:14:57,1160.492
2021/8/13,18:15:07,1160.492
2021/8/13,18:15:17,1160.492
2021/8/13,18:15:27,1160.492
2021/8/13,18:15:37,1160.492
2021/8/13,18:15:47,1160.492
2021/8/13,18:15:57,1160.492
2021/8/13,18:16:07,1160.492
2021/8/13,18:16:17,1145.85
2021/8/13,18:16:27,1019.558
2021/8/13,18:16:37,1018.625
2021/8/13,18:16:47,1018.45
2021/8/13,18:16:57,1018.45
2021/8/13,18:17:07,1018.45
2021/8/13,18:17:17,1018.45
2021/8/13,18:17:27,1018.625
2021/8/13,18:17:37,1018.625
2021/8/13,18:17:47,1018.45
2021/8/13,18:17:57,1018.45
2021/8/13,18:18:07,1018.45
2021/8/13,18:18:17,1018.8
2021/8/13,18:18:27,1130.975
2021/8/13,18:18:37,1136.633
2021/8/13,18:18:47,1136.808
2021/8/13,18:18:57,1218.475
2021/8/13,18:19:07,1222.033
2021/8/13,18:19:17,1224.95
2021/8/13,18:19:27,1247.642
2021/8/13,18:19:37,1248.633
2021/8/13,18:19:47,1249.1
2021/8/13,18:19:57,1232.242
2021/8/13,18:20:07,1234.575
2021/8/13,18:20:17,1250.267
2021/8/13,18:20:27,1254.233
2021/8/13,18:20:37,1250.908
2021/8/13,18:20:47,1250.85
2021/8/13,18:20:57,1250.733
2021/8/13,18:21:07,1250.85
2021/8/13,18:21:17,1250.85
2021/8/13,18:21:27,1250.558
2021/8/13,18:21:37,1250.908
2021/8/13,18:21:47,1250.85
2021/8/13,18:21:57,1250.908
2021/8/13,18:22:07,1250.733
2021/8/13,18:22:17,1250.908
2021/8/13,18:22:27,1250.792
2021/8/13,18:22:37,1250.908
2021/8/13,18:22:47,1250.675
2021/8/13,18:22:57,1250.617
2021/8/13,18:23:07,1250.675
2021/8/13,18:23:17,1250.675
2021/8/13,18:23:27,1250.617
2021/8/13,18:23:37,1250.558
2021/8/13,18:23:47,1250.733
2021/8/13,18:23:57,1250.558
2021/8/13,18:24:07,1250.675
2021/8/13,18:24:17,1250.733
2021/8/13,18:24:27,1250.733
2021/8/13,18:24:37,1250.558
2021/8/13,18:24:47,1250.675
2021/8/13,18:24:57,1250.675
2021/8/13,18:25:07,1250.733
2021/8/13,18:25:17,1250.675
2021/8/13,18:25:27,1250.675
2021/8/13,18:25:37,1250.733
2021/8/13,18:25:47,1250.733
2021/8/13,18:25:57,1250.675
2021/8/13,18:26:07,1250.558
2021/8/13,18:26:17,1250.558
2021/8/13,18:26:27,1250.617
2021/8/13,18:26:37,1250.617
2021/8/13,18:26:47,1250.5
2021/8/13,18:26:57,1250.675
2021/8/13,18:27:07,1250.675
2021/8/13,18:27:17,1250.675
2021/8/13,18:27:27,1250.617
2021/8/13,18:27:37,1250.5
2021/8/13,18:27:47,1250.383
2021/8/13,18:27:57,1250.383
2021/8/13,18:28:07,1250.383
2021/8/13,18:28:17,1250.383
2021/8/13,18:28:27,1250.675
2021/8/13,18:28:37,1250.5
2021/8/13,18:28:47,1250.5
2021/8/13,18:28:57,1250.675
2021/8/13,18:29:07,1250.5
2021/8/13,18:29:17,1250.733
2021/8/13,18:29:27,1250.558
2021/8/13,18:29:37,1250.558
2021/8/13,18:29:47,1250.733
2021/8/13,18:29:57,1250.5
2021/8/13,18:30:07,1250.5
2021/8/13,18:30:17,1250.5
2021/8/13,18:30:27,1250.5
2021/8/13,18:30:37,1250.675
2021/8/13,18:30:47,1250.5
2021/8/13,18:30:57,1250.5
2021/8/13,18:31:07,1250.5
2021/8/13,18:31:17,1250.5
2021/8/13,18:31:27,1250.675
2021/8/13,18:31:37,1250.5
2021/8/13,18:31:47,1250.5
2021/8/13,18:31:57,1250.5
2021/8/13,18:32:07,1250.5
2021/8/13,18:32:17,1250.617
2021/8/13,18:32:27,1250.383
2021/8/13,18:32:37,1250.383
2021/8/13,18:32:47,1250.383
2021/8/13,18:32:57,1250.383
2021/8/13,18:33:07,1250.383
2021/8/13,18:33:17,1250.383
2021/8/13,18:33:27,1250.383
2021/8/13,18:33:37,1250.383
2021/8/13,18:33:47,1250.383
2021/8/13,18:33:57,1250.383
2021/8/13,18:34:07,1250.383
2021/8/13,18:34:17,1250.383
2021/8/13,18:34:27,1250.383
2021/8/13,18:34:37,1250.383
2021/8/13,18:34:47,1250.383
2021/8/13,18:34:57,1250.383
2021/8/13,18:35:07,1250.383
2021/8/13,18:35:17,1250.383
2021/8/13,18:35:27,1250.383
2021/8/13,18:35:37,1250.383
2021/8/13,18:35:47,1250.383
2021/8/13,18:35:57,1250.5
2021/8/13,18:36:07,1250.5
2021/8/13,18:36:17,1250.5
2021/8/13,18:36:27,1250.5
2021/8/13,18:36:37,1250.325
2021/8/13,18:36:47,1250.5
2021/8/13,18:36:57,1250.325
2021/8/13,18:37:07,1250.5
2021/8/13,18:37:17,1250.5
2021/8/13,18:37:27,1250.5
2021/8/13,18:37:37,1250.325
2021/8/13,18:37:47,1250.5
2021/8/13,18:37:57,1250.325
2021/8/13,18:38:07,1250.325
2021/8/13,18:38:17,1250.325
2021/8/13,18:38:27,1250.5
2021/8/13,18:38:37,1250.5
2021/8/13,18:38:47,1250.5
2021/8/13,18:38:57,1250.5
2021/8/13,18:39:07,1250.325
2021/8/13,18:39:17,1250.5
2021/8/13,18:39:27,1250.5
2021/8/13,18:39:37,1249.858
2021/8/13,18:39:47,1250.5
2021/8/13,18:39:57,1020.083
2021/8/13,18:40:07,1018.567
2021/8/13,18:40:17,1018.683
2021/8/13,18:40:27,1019.033
2021/8/13,18:40:37,1020.725
2021/8/13,18:40:47,1020.842
2021/8/13,18:40:57,1018.508
2021/8/13,18:41:07,1018.45
